,Sentences,Words,Complex_word_count,Syllable_count,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,PROPN,PUNCT,SCONJ,SYM,VERB,X
1253,5,181,16,258,8,21,13,9,12,17,0,30,0,4,32,2,25,6,0,27,0
1254,5,168,12,236,14,19,9,10,8,12,0,28,1,5,27,9,22,5,0,21,0
1255,9,163,14,226,2,16,6,9,7,19,2,27,2,4,23,13,42,7,0,26,0
1256,5,156,20,235,8,16,9,12,5,18,0,21,0,6,14,15,20,6,0,26,0
1257,6,195,16,284,18,19,12,14,14,21,0,36,1,5,15,7,21,8,0,25,0
1258,8,155,6,207,5,14,7,12,9,18,2,28,1,4,19,3,39,9,0,24,0
1259,11,187,18,255,9,17,5,22,7,14,3,32,2,8,22,13,47,4,0,29,0
1260,6,179,32,292,18,20,12,13,12,13,0,38,1,5,19,8,23,3,0,17,0
1261,8,201,13,277,11,22,7,10,8,26,0,37,3,10,21,10,22,8,0,28,0
1262,7,193,37,314,14,30,7,15,6,26,0,43,2,9,14,3,20,3,0,21,0
1263,6,162,15,240,7,29,10,7,8,20,0,31,3,3,18,4,23,4,0,18,0
1264,10,177,14,244,34,24,8,8,9,22,0,39,5,3,9,5,23,1,0,10,0
1265,8,156,12,235,9,14,9,6,7,14,0,25,4,7,21,9,22,3,0,28,0
1266,7,148,16,224,8,17,5,10,10,16,0,26,1,4,17,2,19,5,0,27,0
1267,8,189,19,283,10,24,6,10,11,23,0,39,1,4,24,1,23,5,0,31,0
1268,7,193,12,266,18,25,5,9,8,19,0,34,0,10,30,0,27,4,0,31,0
1269,8,187,20,266,4,27,11,12,3,14,0,28,1,7,37,6,38,7,0,30,0
1270,11,203,23,312,13,21,8,13,12,21,0,42,0,7,14,20,26,2,0,30,0
1271,7,171,34,296,12,24,11,16,4,21,0,29,2,6,21,4,17,2,0,19,0
1272,12,198,10,269,24,17,10,10,15,19,0,43,0,5,19,9,16,4,0,23,0
1273,9,178,7,245,11,18,10,7,15,27,0,33,0,5,14,10,15,3,0,25,0
1274,6,150,21,224,13,14,8,12,6,18,0,24,0,3,20,1,16,10,0,21,0
1275,5,146,13,207,12,21,5,11,6,13,0,23,0,1,23,11,22,3,0,17,0
1276,10,195,44,347,13,29,9,11,3,29,0,30,0,3,15,24,18,7,0,22,0
1277,9,197,20,294,14,21,8,14,8,14,0,22,3,11,16,37,23,8,0,21,0
1278,5,192,29,307,28,31,5,15,6,28,0,33,3,1,14,11,23,1,0,14,2
1279,11,193,29,310,22,25,14,15,6,21,0,28,0,5,16,17,28,4,0,20,0
1280,4,152,21,226,18,17,8,13,5,20,0,34,0,4,9,1,16,5,0,18,0
1281,6,168,34,301,13,29,7,6,6,19,0,36,0,7,7,12,27,3,0,23,0
1282,11,177,16,250,12,23,3,15,3,20,0,35,1,4,38,5,25,1,0,17,0
1283,6,168,23,259,19,22,11,11,8,18,0,22,0,1,21,10,24,6,0,19,0
1284,7,148,14,208,7,17,11,8,6,15,0,27,0,9,15,7,25,5,0,21,0
1285,6,164,17,241,16,15,13,14,5,12,0,19,0,10,25,0,14,10,0,25,0
1286,6,201,46,367,11,33,11,10,7,26,0,49,1,1,6,13,28,9,0,24,0
1287,11,164,44,330,18,18,11,11,7,6,0,46,3,2,16,2,32,0,0,24,0
1288,7,159,30,280,13,17,7,15,4,11,0,41,2,8,5,4,21,6,1,24,1
1289,5,161,27,261,16,26,11,9,8,16,0,29,3,0,20,4,17,3,0,16,0
1290,7,173,30,294,18,27,5,10,5,18,0,27,2,3,12,20,31,5,0,21,0
1291,7,177,26,281,18,26,12,14,3,25,0,40,3,4,7,4,22,4,1,16,0
1292,7,196,27,307,18,29,8,15,9,19,0,33,0,4,27,5,20,4,0,25,0
1293,17,180,4,249,6,18,7,6,13,25,0,52,1,0,13,7,60,2,0,30,0
1294,5,167,30,283,19,23,7,18,7,22,0,37,1,2,9,5,37,3,0,14,0
1295,9,191,35,325,21,24,20,11,14,18,0,39,0,1,22,2,27,1,0,18,0
1296,5,142,16,229,15,22,2,8,9,22,0,20,4,2,3,20,29,1,0,14,0
1297,9,157,6,213,6,19,4,3,8,21,0,38,2,2,18,6,19,4,0,26,0
1298,6,185,19,284,12,17,22,10,9,17,2,21,1,6,20,13,29,9,0,26,0
1299,7,187,36,318,24,22,13,12,7,30,0,24,0,5,11,9,15,5,0,25,0
1300,5,154,14,227,15,20,9,8,11,15,0,30,0,4,6,10,16,5,0,21,0
1301,12,195,27,296,17,22,6,23,4,25,0,40,2,6,25,2,25,2,0,21,0
1302,10,179,21,271,11,20,6,17,6,27,0,33,1,3,21,2,21,5,0,27,0
1303,6,192,17,277,14,23,14,13,8,16,0,35,0,5,29,0,16,7,0,28,0
1304,9,188,30,309,21,26,7,13,10,23,0,46,4,1,5,17,21,3,0,12,0
1305,6,150,37,277,16,24,6,4,3,27,0,38,6,0,1,15,24,0,0,10,0
1306,8,160,18,234,13,24,4,10,8,18,0,25,4,2,14,15,17,4,0,19,0
1307,8,175,22,272,14,27,4,10,5,18,0,46,1,4,19,4,29,2,0,21,0
1308,8,201,34,324,11,31,11,16,9,32,0,42,1,5,16,2,18,8,0,17,0
1309,5,157,21,229,14,23,10,11,7,21,0,28,0,6,20,2,15,4,0,11,0
1310,5,171,18,252,18,23,9,10,12,17,0,28,0,2,17,13,18,4,0,18,0
1311,6,158,32,267,11,19,4,14,4,24,0,26,1,5,15,11,15,6,0,18,0
1312,6,171,13,254,13,22,6,11,7,19,0,29,1,3,30,9,23,5,0,16,0
1313,8,182,24,279,12,30,9,14,6,17,1,27,3,5,21,12,29,7,0,18,0
1314,7,189,34,329,10,24,13,11,8,21,0,36,0,6,19,1,24,9,0,31,0
1315,5,190,20,281,11,20,15,11,14,16,0,34,1,8,24,1,18,5,0,30,0
1316,7,162,25,262,14,21,7,23,6,18,0,34,0,5,6,2,12,6,0,20,0
1317,8,189,32,318,13,23,9,11,9,24,0,32,1,7,18,16,19,6,0,20,0
1318,6,152,19,234,14,25,6,11,5,16,0,30,0,4,20,1,11,4,0,16,0
1319,2,182,21,267,8,25,1,9,6,21,0,35,0,8,35,1,19,5,0,28,0
1320,7,178,34,307,13,34,8,6,7,24,0,42,2,2,17,0,14,5,0,18,0
1321,10,146,18,221,7,19,4,4,2,27,0,28,1,3,18,11,20,3,0,19,0
1322,11,183,30,281,20,22,6,10,2,27,0,34,3,2,15,10,19,9,0,23,0
1323,9,187,39,333,21,21,6,11,7,24,0,29,2,4,9,30,28,2,0,21,0
1324,13,198,39,332,15,27,12,9,9,13,1,35,2,9,18,17,39,1,0,30,0
1325,10,179,16,249,11,20,10,6,16,19,0,35,4,5,21,11,26,3,0,18,0
1326,14,174,21,248,15,22,7,15,2,23,1,35,0,4,15,10,18,5,0,20,0
1327,14,194,21,284,8,15,14,16,5,16,0,25,2,7,34,15,43,7,0,30,0
1328,11,188,8,240,11,21,10,10,6,24,0,37,1,1,32,5,18,7,0,23,0
1329,13,161,17,243,13,17,8,14,4,24,1,38,2,7,9,2,23,2,0,20,0
1330,10,203,33,323,17,29,7,21,6,22,0,33,0,9,13,20,22,6,0,20,0
1331,10,195,8,249,15,21,14,15,9,23,0,40,2,6,20,2,24,2,0,26,0
1332,9,197,15,278,18,19,17,10,9,21,1,40,5,4,22,0,38,6,0,25,0
1333,7,161,21,249,9,25,4,17,6,16,0,28,0,8,19,5,13,3,0,21,0
1334,5,159,24,259,13,16,7,10,8,22,0,27,2,8,9,12,15,5,0,20,0
1335,8,192,7,243,8,34,10,8,8,23,0,38,8,3,21,1,16,3,0,27,0
1336,6,154,21,247,23,19,7,12,5,17,0,29,0,1,21,5,15,3,0,12,0
1337,6,152,24,255,5,20,4,9,8,25,0,43,3,4,2,13,15,2,0,14,0
1338,5,145,25,234,9,21,3,11,1,20,0,30,1,4,15,5,10,7,0,18,0
1339,17,190,43,340,17,17,5,18,9,22,0,48,0,5,16,1,21,2,0,30,0
1340,4,174,29,289,15,30,7,14,8,18,0,44,4,1,12,0,14,4,0,17,0
1341,7,173,33,302,18,21,6,9,6,23,0,39,5,1,6,6,18,6,0,27,0
1342,9,190,27,303,16,23,17,15,8,18,1,33,2,1,25,5,25,8,0,18,0
1343,5,148,33,248,8,27,2,7,4,31,0,27,0,5,4,12,13,3,0,18,0
1344,9,194,28,301,19,22,8,11,3,25,0,46,16,6,5,1,21,2,7,23,0
1345,8,182,32,316,15,30,10,4,8,23,0,39,0,6,4,23,21,1,0,19,0
1346,9,192,36,337,9,29,13,10,5,14,0,56,20,6,5,0,23,1,0,24,0
1347,10,201,48,363,15,30,5,7,9,33,0,34,0,6,6,23,18,6,0,27,0
1348,6,181,14,257,13,27,13,9,6,18,1,30,5,5,22,5,24,5,0,22,0
1349,4,146,21,238,10,31,3,5,5,24,0,25,7,1,7,17,16,2,0,9,0
1350,6,189,41,348,20,32,9,15,9,25,0,37,1,2,11,10,18,2,0,16,0
1351,5,177,35,304,16,33,5,11,3,26,0,31,2,4,9,16,16,4,0,17,0
1352,7,141,16,227,16,21,5,12,6,20,0,24,0,2,6,11,23,2,0,16,0
1353,8,202,28,322,19,23,13,18,8,21,0,23,2,6,18,24,22,5,1,21,0
1354,10,186,29,300,28,31,9,9,8,28,0,37,0,3,8,11,24,3,0,11,0
1355,7,186,28,298,17,24,7,17,7,18,0,37,1,7,23,1,20,4,0,23,0
1356,3,149,13,210,6,22,9,8,4,19,0,28,0,5,20,4,18,6,0,18,0
1357,7,190,25,288,22,27,3,16,9,24,0,36,0,6,21,6,13,1,0,19,0
1358,4,159,23,248,14,21,4,9,14,14,0,31,0,5,25,5,22,1,0,16,0
1359,4,163,19,240,7,27,3,5,2,24,0,31,10,5,10,14,23,3,0,22,0
1360,7,181,21,283,17,29,4,9,7,21,0,39,2,2,13,14,27,4,0,20,0
1361,8,171,20,246,15,24,9,16,2,28,0,25,2,7,8,13,22,5,0,17,0
1362,10,180,32,301,14,29,2,6,11,19,0,39,3,3,27,7,25,2,0,18,0
1363,5,151,29,240,14,20,14,11,4,14,0,26,0,4,20,4,20,6,0,14,0
1364,7,181,15,255,19,23,4,16,5,23,0,39,1,6,16,5,18,3,0,21,0
1365,7,199,17,281,16,25,6,9,15,24,0,40,0,4,25,6,15,9,0,20,0
1366,14,184,31,299,15,20,7,22,11,23,0,38,1,2,18,9,23,2,0,16,0
1367,5,169,26,269,19,19,4,10,7,18,0,28,0,5,24,10,13,4,0,21,0
1368,8,150,25,256,14,24,9,13,4,25,0,34,0,0,7,7,11,5,0,8,0
1369,4,145,25,232,8,15,8,14,3,18,0,21,2,6,11,8,15,9,0,22,0
1370,12,170,25,273,13,24,9,16,5,11,0,24,1,3,24,10,13,10,0,20,0
1371,6,171,35,295,20,27,4,14,8,32,0,35,0,1,4,3,13,4,0,19,0
1372,13,175,26,281,10,24,1,18,6,18,0,51,24,5,4,0,28,0,1,13,0
1373,9,200,19,291,13,24,18,20,7,21,0,35,0,3,28,6,29,6,0,19,0
1374,6,196,39,341,24,32,8,5,8,32,0,40,1,6,7,11,22,5,0,17,0
1375,15,184,9,246,12,25,7,13,4,19,0,32,1,9,26,4,22,3,0,29,0
1376,4,188,34,318,21,33,6,3,12,30,0,47,0,2,14,2,12,2,0,16,0
1377,9,192,34,320,11,30,4,11,6,33,0,34,6,4,10,16,17,6,0,21,0
1378,9,172,22,270,19,16,9,11,3,22,0,19,1,7,22,13,19,8,0,22,0
1379,12,199,31,318,10,29,3,11,5,34,0,48,2,1,12,22,34,2,0,20,0
1380,5,153,5,186,12,13,11,10,9,17,0,27,0,7,23,0,19,7,0,17,0
1381,14,181,2,216,7,12,14,19,6,18,2,26,0,6,28,2,41,6,0,35,0
1382,4,166,30,287,18,31,9,8,3,23,0,36,0,3,8,6,10,3,0,18,0
1383,6,170,27,283,15,19,12,9,8,20,0,43,0,9,16,0,26,2,0,17,0
1384,16,190,19,277,22,19,13,19,13,18,0,33,1,1,24,4,32,1,0,22,0
1385,8,172,22,256,14,22,10,11,9,22,0,36,3,3,12,17,22,1,0,12,0
1386,12,175,17,260,19,20,4,14,6,10,0,34,5,4,28,6,23,2,0,23,0
1387,5,171,16,254,16,22,12,8,9,23,0,34,5,8,7,2,14,6,0,19,0
1388,7,178,23,267,15,33,9,10,4,25,0,38,0,2,14,6,14,6,0,16,0
1389,15,201,7,263,15,18,17,21,9,14,0,32,0,5,34,1,32,5,0,30,0
1390,8,189,34,313,13,32,13,12,6,21,0,34,0,1,25,11,30,3,0,18,0
1391,4,171,9,224,4,14,11,19,6,15,0,27,0,9,29,4,22,9,0,24,0
1392,9,188,33,316,23,33,5,6,5,28,0,43,0,3,16,5,14,3,0,18,0
1393,8,195,28,299,13,21,9,17,8,25,0,39,0,7,20,2,18,11,0,23,0
1394,9,171,21,246,18,18,9,14,9,14,1,27,2,9,20,4,25,3,0,23,0
1395,10,193,28,314,18,21,13,10,13,21,0,40,0,6,17,10,33,3,0,21,0
1396,7,141,23,220,13,15,9,5,8,11,0,24,1,4,21,2,12,4,0,24,0
1397,6,161,11,239,9,21,8,17,8,21,0,27,3,3,9,8,14,6,0,21,0
1398,10,182,17,268,11,27,10,7,10,28,0,39,2,1,14,3,26,2,0,28,0
1399,9,177,22,275,24,14,13,5,4,22,0,33,0,6,21,3,24,10,0,22,0
1400,8,191,23,296,15,19,12,14,7,17,0,43,0,5,27,3,25,8,0,21,0
1401,7,182,24,274,15,28,4,16,5,25,0,35,0,4,17,10,15,5,0,18,0
1402,10,190,25,297,19,19,12,12,13,13,0,33,2,7,26,4,18,6,0,24,0
1403,6,181,19,278,16,23,18,5,10,24,0,42,2,3,12,0,26,3,0,23,0
1404,5,160,24,245,6,19,7,15,4,17,0,28,2,5,14,13,14,6,0,24,0
1405,13,171,26,262,15,19,12,20,4,27,0,28,4,1,6,10,22,7,0,18,0
1406,5,196,15,266,6,24,16,10,9,21,0,39,3,2,33,0,26,6,0,27,0
1407,11,144,7,187,14,11,6,13,3,13,4,23,2,0,32,2,57,2,0,19,0
1408,11,195,26,304,17,26,6,11,8,22,0,46,2,3,27,2,29,3,0,22,0
1409,16,197,2,238,11,12,22,21,17,15,0,21,0,3,35,1,47,5,0,34,0
1410,10,186,17,266,13,23,10,20,6,22,0,37,4,2,20,4,26,5,0,20,0
1411,8,178,24,281,19,26,14,18,3,20,0,32,0,1,21,2,15,6,0,16,0
1412,7,199,14,280,12,28,12,5,11,31,0,44,0,4,16,3,24,6,0,27,0
1413,10,174,6,234,10,19,12,15,8,14,0,24,2,10,19,14,19,4,0,23,0
1414,6,161,6,198,11,16,8,11,4,26,1,33,1,0,22,0,20,7,0,21,0
1415,8,144,11,198,9,15,2,10,5,17,0,35,1,4,16,12,17,4,0,14,0
1416,9,190,9,264,21,31,10,5,6,29,0,47,5,2,14,0,23,0,0,20,0
1417,6,160,12,219,11,22,7,9,5,13,0,35,0,7,16,0,25,8,0,27,0
1418,8,163,10,239,8,21,7,8,9,28,0,41,0,1,15,0,20,2,0,23,0
1419,10,181,13,262,17,20,7,10,8,29,0,34,2,5,15,8,13,4,0,22,0
1420,8,150,5,190,14,17,6,10,7,12,0,32,0,4,23,1,27,3,0,21,0
1421,4,178,10,247,12,29,10,3,9,20,0,48,0,1,15,5,16,3,0,23,0
1422,10,174,13,241,7,27,10,8,4,28,0,40,1,5,17,0,23,3,0,24,0
1423,6,160,22,243,15,21,8,10,7,20,0,29,5,1,17,7,18,2,0,18,0
1424,4,185,40,327,18,21,17,12,8,20,0,34,1,9,12,4,19,9,0,20,0
1425,8,175,29,289,11,27,9,10,11,25,0,48,0,1,9,7,30,3,0,14,0
1426,14,193,19,288,11,28,3,8,6,26,0,50,2,5,24,2,30,1,0,27,0
1427,4,163,13,231,13,18,9,6,9,22,0,34,2,4,19,0,20,5,0,22,0
1428,7,160,9,223,6,20,2,8,17,25,0,33,3,2,13,14,21,1,0,16,0
1429,12,197,18,298,14,19,15,13,9,23,0,45,0,3,22,0,31,5,0,29,0
1430,10,207,15,291,20,31,10,8,12,24,2,38,3,3,16,12,33,4,0,21,3
1431,10,165,13,240,25,25,7,3,6,22,0,41,3,0,11,1,27,2,0,19,0
1432,11,178,17,248,8,25,10,10,9,29,0,39,1,5,18,1,31,3,0,20,0
1433,5,196,16,282,22,24,9,12,10,29,0,51,3,2,10,6,26,3,0,15,0
1434,11,196,25,297,18,23,7,9,9,23,0,39,12,5,20,0,22,8,1,22,0
1435,11,155,12,213,14,12,16,8,10,18,1,23,2,5,15,11,35,1,0,19,0
1436,11,167,31,289,13,18,9,16,6,16,0,35,1,7,8,10,19,6,0,22,0
1437,9,190,3,229,19,13,12,15,10,22,0,37,2,6,27,0,26,6,0,21,0
1438,7,183,28,295,18,27,12,9,7,20,0,34,4,2,16,14,29,4,0,16,0
1439,9,197,17,281,8,19,10,10,15,19,0,36,1,6,31,4,26,8,0,30,0
1440,6,164,14,236,16,25,7,4,9,17,0,37,1,4,13,6,20,1,0,24,0
1441,10,176,3,212,10,18,9,10,11,28,0,33,2,3,25,0,50,2,0,25,0
1442,9,197,5,259,17,17,11,11,11,23,0,36,0,6,29,0,24,8,0,28,0
1443,14,202,4,251,11,20,17,12,11,26,0,38,0,7,21,3,51,3,0,33,0
1444,14,193,8,256,22,10,14,16,8,21,0,31,1,6,29,4,50,2,0,29,0
1445,7,168,25,269,13,27,3,5,5,31,0,41,4,3,10,8,17,2,0,16,0
1446,7,154,9,204,3,19,10,6,8,15,0,26,2,8,22,3,27,3,0,29,0
1447,5,196,13,272,8,28,5,12,17,24,0,44,0,5,24,0,20,3,0,26,0
1448,5,182,26,287,7,25,13,10,11,24,0,32,3,4,16,12,20,3,0,22,0
1449,5,192,30,316,14,31,7,15,4,21,0,34,0,4,23,11,19,6,0,22,0
1450,6,170,17,258,16,18,19,7,8,23,0,34,1,2,13,0,19,5,0,24,0
1451,8,171,11,236,8,18,5,19,7,10,0,26,4,6,29,8,31,7,0,24,0
1452,6,153,24,236,13,23,5,9,7,15,0,25,1,5,16,9,17,7,0,18,0
1453,12,196,17,274,17,21,14,10,7,23,3,40,3,3,23,5,43,1,0,26,0
1454,6,161,21,251,11,17,14,6,11,17,0,30,0,5,19,3,26,5,0,23,0
1455,13,199,3,241,18,18,10,15,8,24,0,33,0,13,31,0,31,4,0,25,0
1456,11,199,12,282,10,25,8,9,12,21,0,39,1,5,21,20,37,2,0,26,0
1457,6,149,12,215,9,12,13,14,7,12,0,23,2,8,19,3,23,7,0,20,0
1458,15,196,10,264,14,14,11,13,9,22,1,30,6,3,33,0,56,3,0,37,0
1459,15,182,35,303,15,15,6,8,9,18,0,57,2,3,8,14,50,1,0,25,1
1460,6,159,5,202,21,18,5,13,11,23,0,37,0,1,17,3,16,1,0,9,0
1461,7,195,11,265,20,22,6,9,15,25,0,49,1,4,13,5,27,4,0,22,0
1462,8,202,9,263,20,27,9,8,18,11,0,36,0,7,30,2,42,5,0,29,0
1463,6,162,16,241,15,20,8,6,8,19,0,39,0,7,15,2,25,3,0,20,0
1464,8,154,24,242,15,13,8,17,10,15,0,23,0,6,24,0,25,5,0,18,0
1465,13,202,22,296,15,16,17,13,5,26,0,38,2,7,25,5,51,5,0,28,0
1466,8,206,25,308,19,32,8,18,8,19,0,38,0,4,22,13,26,4,0,21,0
1467,14,202,8,264,21,19,8,14,6,21,0,37,1,4,34,5,49,4,0,28,0
1468,9,190,6,243,20,19,7,17,10,30,0,32,0,4,23,2,37,3,0,23,0
1469,3,193,27,303,20,34,7,11,8,22,0,41,0,3,12,6,31,4,0,25,0
1470,9,176,28,274,7,11,8,15,9,24,0,40,3,8,10,1,22,7,0,33,0
1471,7,154,11,215,11,10,16,11,10,12,0,17,2,5,17,6,24,5,0,32,0
1472,10,191,22,303,25,18,9,8,7,24,1,32,4,3,18,7,28,5,0,30,0
1473,10,204,26,308,11,25,14,14,9,25,0,36,3,2,13,17,27,6,3,26,0
1474,10,196,21,288,13,26,14,5,8,23,0,40,3,5,26,2,26,4,0,27,0
1475,8,179,10,249,11,26,12,12,9,15,0,26,2,5,24,6,24,5,0,26,0
1476,8,176,21,271,14,23,4,12,7,24,0,30,2,5,12,16,30,3,0,20,4
1477,5,199,17,306,25,32,11,12,10,25,0,43,9,1,4,1,23,2,0,24,0
1478,7,189,21,282,18,29,11,6,10,22,0,45,1,3,23,0,28,3,0,18,0
1479,8,195,14,277,24,26,8,5,6,29,0,46,0,7,14,2,31,3,0,25,0
1480,10,177,15,259,13,19,17,8,10,16,0,28,2,5,21,8,28,5,0,25,0
1481,10,192,17,285,10,18,8,13,11,26,0,38,2,6,15,7,24,8,0,30,0
1482,6,182,26,281,20,21,7,17,7,25,0,33,3,3,15,5,22,8,0,18,0
1483,7,179,40,313,27,26,4,7,6,23,0,42,0,3,12,4,29,5,0,20,0
1484,9,157,12,223,8,14,7,19,6,15,0,21,2,8,28,0,31,5,0,24,0
1485,7,185,17,266,15,20,12,14,8,27,0,42,1,3,24,1,29,5,0,13,0
1486,7,198,18,263,9,18,17,13,11,18,0,31,0,6,37,1,26,8,0,29,0
1487,7,176,45,327,22,33,10,11,9,20,0,43,1,2,9,0,21,4,0,12,0
1488,7,199,33,323,10,30,6,18,2,31,0,41,0,5,18,6,16,7,0,25,0
1489,4,160,7,231,10,26,4,12,2,29,0,36,0,4,10,0,14,7,0,20,0
1490,8,197,22,303,16,18,10,20,5,23,0,30,1,9,12,12,25,10,0,31,0
1491,8,177,26,277,12,29,4,8,6,22,0,26,4,2,15,26,23,4,0,19,0
1492,5,197,25,295,15,14,18,28,4,23,0,27,3,4,17,9,24,13,0,22,0
1493,8,170,15,251,18,23,4,7,9,30,0,35,6,1,8,10,28,2,0,17,0
1494,6,148,20,227,12,23,2,4,3,23,0,31,3,3,9,22,28,1,0,12,0
1495,5,170,15,250,10,21,12,16,6,23,0,33,0,6,9,5,21,8,0,21,0
1496,6,197,23,312,19,24,12,10,17,24,0,34,0,4,12,8,35,4,0,29,0
1497,2,179,25,271,8,23,10,17,19,23,0,36,1,5,13,3,26,3,0,18,0
1498,6,198,30,316,15,26,7,15,9,34,0,27,4,3,12,23,18,5,0,18,0
1499,8,181,14,252,7,21,4,19,4,23,0,34,0,5,25,3,20,7,0,29,0
1500,9,183,9,257,10,29,9,10,6,17,0,33,5,1,28,4,19,7,0,24,0
1501,7,176,29,285,15,22,15,11,13,9,0,32,1,4,28,4,17,4,0,18,0
1502,7,173,10,237,15,30,7,8,7,38,0,41,0,1,5,3,21,2,0,16,0
1503,8,183,17,263,14,18,11,13,10,26,0,43,0,7,8,0,13,5,0,28,0
1504,9,198,15,280,12,18,8,20,9,34,0,43,1,5,16,0,20,6,0,26,0
1505,6,164,16,242,12,25,9,7,8,26,0,37,2,2,11,2,19,3,0,20,0
1506,8,181,19,264,17,17,6,14,11,31,0,47,0,0,13,0,16,3,0,22,0
1507,5,165,18,249,13,13,9,15,5,18,0,30,1,6,21,0,12,10,0,24,0
1508,6,150,14,227,9,23,6,9,7,19,0,29,1,5,14,13,22,2,0,13,0
1509,8,181,5,232,7,20,14,14,12,9,0,23,2,7,36,5,31,2,0,30,0
1510,9,201,29,316,14,28,14,9,9,20,0,45,1,3,26,0,32,6,0,26,0
1511,6,158,11,232,7,21,3,14,11,20,0,33,1,5,10,7,22,5,0,21,0
1512,11,191,16,275,10,22,5,17,4,19,0,47,1,4,24,4,24,6,0,28,0
1513,8,204,17,279,10,23,8,15,6,21,0,38,5,5,27,10,29,11,1,24,0
1514,7,180,14,252,11,23,5,11,8,25,0,45,2,5,14,4,29,6,0,21,0
1515,5,195,16,275,11,25,5,16,14,30,0,51,0,5,19,0,28,3,0,16,0
1516,7,156,14,231,10,23,3,8,4,28,0,36,2,0,10,12,15,2,0,18,0
1517,8,151,10,223,8,22,5,15,5,27,0,37,2,2,8,0,13,2,0,18,0
1518,7,199,31,317,23,28,10,9,6,33,0,46,2,4,7,10,22,7,0,14,0
1519,8,194,17,282,20,28,12,12,7,22,0,38,0,3,18,7,27,5,0,22,0
1520,8,153,18,227,7,21,6,9,4,17,0,29,7,3,19,14,27,2,0,15,0
1521,6,174,4,234,13,31,4,9,10,25,0,47,3,1,6,0,16,5,0,20,0
1522,10,177,12,260,20,25,6,4,7,31,0,46,0,0,7,2,30,3,0,26,0
1523,6,151,25,234,15,20,6,7,5,18,0,26,1,4,15,13,15,5,0,16,0
1524,8,170,17,246,10,20,5,21,5,24,0,34,2,7,14,1,19,4,0,23,0
1525,8,181,18,273,13,32,8,9,5,20,0,30,3,5,16,16,20,4,0,20,0
1526,11,183,12,258,10,15,9,9,11,19,0,30,3,7,29,11,24,3,0,27,0
1527,7,141,6,187,6,18,5,11,8,22,0,32,5,3,5,8,29,2,0,16,0
1528,6,167,16,239,14,25,4,13,6,24,0,35,3,1,17,1,14,5,0,19,0
1529,6,196,19,285,22,34,2,6,11,32,0,56,1,1,9,0,29,2,0,20,0
1530,4,147,13,206,7,14,20,12,14,13,0,27,0,4,15,0,24,2,0,19,0
1531,14,184,4,230,16,19,8,12,11,14,2,38,5,6,23,2,47,4,0,24,0
1532,27,190,1,229,14,10,11,8,8,26,1,49,0,4,21,0,39,1,0,37,0
1533,8,177,26,281,19,21,10,15,5,18,0,34,0,3,26,0,29,9,0,17,0
1534,10,196,18,290,24,28,5,15,7,31,0,42,1,2,16,2,22,2,0,21,0
1535,6,189,16,270,13,18,9,11,18,26,0,32,3,3,16,15,26,6,0,19,0
1536,10,182,9,241,8,21,11,13,10,17,1,25,2,4,31,6,35,4,0,29,0
1537,8,198,2,239,9,20,11,12,19,26,1,36,0,7,15,3,27,4,0,35,0
1538,5,166,14,234,7,21,9,18,5,20,0,30,1,5,19,3,25,6,0,22,0
1539,7,152,18,231,12,21,7,7,9,14,0,32,3,6,14,5,27,2,0,20,0
1540,5,196,31,300,11,26,13,15,8,21,0,34,2,4,21,3,33,13,0,25,0
1541,12,202,9,270,8,23,8,15,9,36,0,45,0,2,21,3,44,4,0,28,0
1542,6,189,39,312,12,30,12,15,12,16,0,37,2,4,19,7,22,5,0,18,0
1543,7,191,24,298,17,25,12,7,9,13,0,30,1,8,33,3,17,5,0,28,0
1544,8,164,10,231,13,25,6,8,5,20,0,34,1,3,22,0,16,2,0,25,0
1545,10,173,15,251,16,13,10,14,11,12,0,30,3,8,24,7,25,3,0,22,0
1546,3,163,14,226,9,24,13,8,7,17,0,31,2,2,24,1,19,6,0,19,0
1547,6,191,5,250,14,26,10,9,15,22,0,33,3,0,17,14,19,4,0,24,0
1548,10,194,19,292,14,32,3,13,12,25,0,40,2,4,19,8,21,1,0,21,0
1549,9,175,10,237,7,21,12,12,7,13,0,24,8,2,31,10,23,7,0,21,0
1550,15,190,11,262,12,23,14,21,3,19,0,29,0,4,34,3,35,4,0,24,0
1551,13,156,15,217,8,15,12,11,3,16,2,25,1,5,27,5,37,4,0,22,0
1552,6,175,17,243,14,27,11,5,7,17,0,34,5,3,21,14,30,4,1,12,0
1553,9,176,19,273,23,22,11,5,7,19,0,31,0,1,21,10,25,3,0,23,0
1554,8,185,18,269,9,23,8,18,6,21,0,33,2,3,20,12,24,8,0,22,0
1555,8,182,2,230,13,22,9,6,12,23,0,37,2,3,19,4,30,5,0,27,0
1556,5,173,10,241,8,23,9,19,6,24,0,33,1,2,22,0,19,5,0,21,0
1557,6,186,33,310,20,23,8,8,12,24,0,32,0,6,14,10,20,6,0,23,0
1558,6,181,22,273,11,24,12,3,15,19,0,39,3,14,12,5,22,2,0,22,0
1559,6,152,12,214,8,20,10,10,6,11,0,25,2,2,27,6,25,5,0,20,0
1560,7,162,20,255,14,16,12,14,10,29,0,40,1,0,10,0,23,2,0,14,0
