,Index,Sents,Words,C_W_C,S_C,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,PROPN,PUNCT,SCONJ,SYM,VERB,MaxDepth,AVGDepth
265,265,7,183,49,358,23,24,9,8,8,14,0,66,0,5,6,1,18,0,0,19,41.0,25.12
266,266,8,193,40,349,24,24,10,16,6,19,0,61,0,2,8,0,30,5,1,17,50.0,27.88
267,267,8,158,38,292,21,23,3,7,7,13,0,48,4,2,2,8,24,0,1,18,35.0,22.75
268,268,7,154,26,269,15,20,5,5,6,21,0,34,1,1,2,22,20,8,0,14,38.0,24.86
269,269,7,178,24,275,12,18,5,6,8,15,0,41,1,10,20,0,20,8,0,33,57.0,28.29
270,270,7,158,24,247,6,35,5,8,1,33,0,44,0,2,6,2,17,1,0,15,45.0,25.0
271,271,13,174,5,223,18,17,6,12,6,21,0,31,0,13,14,0,16,7,0,29,23.0,14.62
272,272,5,155,30,272,29,24,3,4,9,19,0,21,2,3,8,20,24,2,0,11,49.0,35.8
273,273,7,188,45,354,19,28,9,11,8,29,0,45,0,2,6,12,36,2,0,17,51.0,32.0
274,274,20,188,24,306,20,14,13,17,3,12,0,47,2,6,20,1,26,7,1,25,25.0,10.7
275,275,12,185,32,323,17,26,9,11,8,15,0,55,4,0,6,2,26,6,4,22,24.0,17.58
276,276,8,173,47,329,15,30,7,7,12,9,0,67,3,2,4,5,21,2,0,10,35.0,24.25
277,277,7,160,43,307,14,22,2,5,4,19,0,61,0,5,3,1,24,3,0,21,45.0,26.29
278,278,8,165,35,300,14,25,16,7,8,9,0,27,8,3,7,16,21,5,0,20,34.0,23.25
279,279,9,146,31,262,8,22,5,2,4,17,0,49,6,3,7,0,22,2,0,21,33.0,18.67
280,280,8,184,26,305,17,24,10,13,6,20,0,59,0,5,6,0,23,2,0,22,39.0,25.88
281,281,12,156,24,231,4,17,5,14,3,30,0,50,1,2,5,4,19,4,0,17,29.0,14.58
282,282,5,159,33,281,26,24,4,6,5,19,0,27,4,1,3,22,19,1,0,17,53.0,35.6
283,283,7,157,20,251,7,20,9,4,6,18,0,15,4,4,10,40,26,1,0,19,56.0,26.29
284,284,11,160,26,248,10,18,9,10,5,20,0,42,3,2,6,13,31,2,0,20,25.0,17.36
285,285,15,149,12,209,10,26,4,4,3,18,0,22,1,2,9,31,25,0,0,19,16.0,11.6
286,286,11,184,20,255,17,17,10,20,2,14,0,22,0,8,27,4,26,13,0,28,53.0,19.09
287,287,7,180,41,331,20,28,7,8,8,29,0,51,1,0,7,1,19,2,0,18,52.0,28.43
288,288,9,169,19,258,15,20,1,5,5,23,0,23,5,7,5,32,18,4,0,24,34.0,20.78
289,289,11,180,17,262,13,17,11,9,5,16,0,19,14,9,10,30,35,4,1,22,44.0,19.55
290,290,10,184,42,321,15,20,4,13,4,20,0,51,9,4,6,11,25,4,2,21,36.0,20.9
291,291,6,163,57,350,14,22,7,7,5,13,0,47,0,3,4,16,26,5,0,20,41.0,31.5
292,292,7,179,67,380,27,28,3,9,12,11,0,61,1,1,5,5,31,2,0,14,49.0,30.0
293,293,6,182,56,361,40,23,8,8,10,11,0,47,0,2,9,3,26,3,0,18,53.0,34.67
294,294,12,183,21,283,21,26,5,10,7,24,0,55,0,6,5,5,21,2,0,17,31.0,17.0
295,295,21,200,10,289,24,18,5,19,1,31,0,43,0,3,15,12,27,4,0,25,20.0,10.81
296,296,21,203,17,285,19,21,12,18,1,26,0,48,1,3,25,0,30,4,0,25,16.0,11.1
297,297,12,169,26,267,15,14,3,16,3,10,0,42,0,4,23,0,23,12,0,27,24.0,16.0
298,298,10,169,40,313,15,19,12,10,8,16,0,47,2,3,8,7,23,5,0,17,35.0,19.2
299,299,9,160,40,293,6,20,5,13,3,21,0,45,0,4,11,3,29,6,0,23,51.0,21.0
300,300,11,177,34,311,29,17,7,10,5,23,0,16,4,3,5,40,36,1,0,17,32.0,19.36
301,301,8,153,28,268,10,21,3,7,9,19,0,41,1,5,7,9,19,0,0,21,49.0,21.5
302,302,12,170,26,270,9,21,5,13,9,19,0,35,8,1,11,21,24,0,0,18,32.0,16.17
303,303,7,167,34,279,7,22,21,10,8,24,0,39,5,1,3,7,33,1,0,19,40.0,28.57
304,304,7,174,60,341,18,16,3,8,10,22,0,73,1,3,5,5,30,0,0,10,56.0,29.14
305,305,12,189,37,296,4,17,3,17,5,32,0,59,0,7,11,7,21,3,0,24,41.0,17.58
306,306,6,168,51,323,16,15,3,10,9,16,0,61,0,5,8,2,22,1,0,22,53.0,31.67
307,307,9,140,22,234,7,14,5,10,6,13,0,47,1,6,3,5,19,3,0,20,26.0,17.67
308,308,11,150,30,259,12,24,2,11,3,17,0,36,3,4,8,11,18,2,0,17,26.0,15.27
309,309,14,175,29,291,11,20,11,8,6,25,0,46,3,2,6,14,28,2,0,21,24.0,14.5
310,310,13,156,11,231,14,12,7,26,4,4,0,36,1,5,10,4,19,9,0,24,38.0,13.54
311,311,9,172,34,304,28,24,7,4,5,11,0,52,2,1,9,3,28,1,2,23,53.0,22.22
312,312,10,146,23,223,16,15,7,7,1,15,0,40,4,6,10,0,22,5,0,20,32.0,16.8
313,313,10,191,31,308,11,26,7,17,6,15,0,44,1,4,11,11,16,9,0,26,31.0,20.7
314,314,13,157,33,283,23,20,7,7,9,18,0,18,8,0,8,27,26,0,1,11,27.0,14.08
315,315,10,167,45,330,33,19,5,8,10,13,0,60,0,1,3,0,36,1,0,14,39.0,20.3
316,316,11,162,34,279,27,21,5,5,6,20,0,38,3,0,5,17,38,0,0,15,39.0,18.18
317,317,11,202,35,344,19,23,9,11,6,23,0,43,7,3,11,11,29,6,2,28,38.0,21.0
318,318,5,165,43,316,32,22,5,11,12,11,0,40,1,6,8,1,17,3,2,11,48.0,36.4
319,319,7,172,14,248,22,17,6,16,3,12,0,37,3,9,13,1,26,9,0,24,47.0,28.29
320,320,8,165,46,347,20,16,6,9,14,12,0,57,1,3,3,0,23,3,0,21,36.0,23.5
321,321,14,191,35,320,14,21,8,19,4,31,0,61,1,1,6,0,26,3,0,22,27.0,15.5
322,322,6,157,38,311,13,20,6,4,6,20,0,53,0,6,2,1,20,3,0,23,39.0,29.5
323,323,11,174,29,290,17,23,3,8,6,20,0,57,0,4,5,1,18,3,0,27,32.0,17.45
324,324,7,164,46,335,17,20,8,12,9,6,0,54,0,3,8,0,23,7,0,20,39.0,26.71
325,325,10,187,46,355,19,9,7,22,7,21,0,52,0,8,9,0,26,7,0,26,27.0,21.3
326,326,14,190,38,332,18,21,7,9,2,31,0,61,3,0,7,0,21,7,1,23,26.0,15.07
327,327,8,171,31,294,22,26,2,9,9,16,0,39,6,1,7,23,37,2,0,9,57.0,26.0
328,328,6,181,49,337,23,35,3,7,8,23,0,51,0,1,6,16,25,0,0,8,80.0,34.33
329,329,9,184,40,322,21,19,5,10,12,15,0,54,1,9,10,3,27,1,0,24,47.0,23.44
330,330,9,179,35,310,19,18,8,10,9,10,0,45,1,6,18,1,24,5,0,29,36.0,22.56
331,331,5,155,45,307,26,20,4,9,12,12,0,45,1,1,2,5,21,4,0,14,43.0,35.2
332,332,15,197,42,347,27,15,4,13,7,17,0,56,0,4,5,25,39,1,1,22,28.0,14.81
333,333,8,188,63,388,26,30,6,6,11,19,0,61,1,3,4,4,24,1,0,16,43.0,26.5
334,334,21,188,14,273,21,20,9,13,8,17,0,45,1,1,13,11,21,4,0,25,22.0,9.95
335,335,13,167,31,272,17,24,5,12,5,17,0,52,2,4,7,7,29,2,2,11,28.0,15.08
336,336,8,162,31,289,15,14,0,9,8,24,0,64,3,1,3,7,35,0,0,14,51.0,24.62
337,337,5,154,32,276,22,24,4,10,9,16,0,34,1,3,4,19,18,0,0,8,45.0,34.4
338,338,13,183,7,236,12,24,14,6,2,30,0,26,14,2,10,20,28,3,0,20,32.0,16.23
339,339,8,166,37,327,20,24,12,9,8,18,0,46,5,2,4,3,15,0,0,15,41.0,22.62
340,340,9,198,54,372,16,27,9,9,12,23,0,64,1,0,8,0,23,8,0,21,46.0,24.56
341,341,10,174,44,329,13,24,5,8,6,14,0,59,6,4,2,14,37,3,1,15,31.0,21.1
342,342,8,154,18,224,6,10,11,10,4,12,0,26,0,9,25,0,19,12,0,29,33.0,21.62
343,343,7,144,35,272,18,18,9,13,2,13,0,38,0,2,6,1,18,6,0,18,33.0,23.14
344,344,8,191,54,364,25,22,4,13,7,19,1,51,5,3,11,5,23,5,2,18,43.0,26.75
345,345,7,144,26,268,15,20,5,12,7,11,0,45,4,1,1,0,15,2,0,21,52.0,22.71
346,346,9,165,44,322,17,16,4,7,2,27,0,61,1,3,7,0,26,2,1,17,30.0,21.22
347,347,6,170,56,367,31,21,4,4,12,15,0,49,3,4,4,0,23,4,0,19,50.0,32.17
348,348,10,179,27,282,30,17,9,11,13,13,0,51,1,3,10,0,31,7,0,14,34.0,21.0
349,349,11,184,29,295,2,18,11,7,8,27,0,41,0,6,14,1,22,10,0,39,33.0,18.73
350,350,7,147,28,254,8,18,9,12,3,12,0,22,8,4,5,27,25,6,0,13,42.0,24.57
351,351,8,150,27,250,15,19,9,6,6,13,0,44,0,5,12,0,20,4,0,17,28.0,21.25
352,352,8,154,28,251,16,12,6,11,9,20,0,41,2,2,15,0,16,4,0,16,38.0,21.25
353,353,14,152,38,281,13,17,3,6,11,15,0,56,0,5,11,0,30,0,0,15,26.0,13.0
354,354,8,155,68,386,29,18,2,1,11,14,0,62,0,0,2,1,32,2,0,13,58.0,23.38
355,355,11,182,44,327,19,17,3,19,6,14,0,59,0,4,6,4,27,4,4,20,30.0,19.0
356,356,16,172,44,300,19,20,4,8,8,12,0,52,1,3,16,5,20,2,0,22,20.0,12.0
357,357,10,192,37,313,19,24,11,12,6,34,0,49,1,2,5,3,23,4,0,22,34.0,21.5
358,358,12,197,23,318,16,26,14,9,5,24,0,60,0,3,4,8,25,5,0,23,36.0,18.5
359,359,9,175,21,275,18,21,7,7,5,23,0,36,3,3,13,12,24,6,0,21,30.0,22.11
360,360,7,157,24,268,20,21,5,11,3,14,0,29,23,1,5,7,22,2,1,15,37.0,25.57
361,361,12,149,21,248,11,19,7,19,4,17,0,40,2,2,6,5,17,4,0,13,20.0,13.83
362,362,10,159,25,256,14,17,11,10,10,14,0,45,1,6,9,0,29,4,0,18,26.0,18.8
363,363,10,196,53,374,13,28,11,10,9,15,0,65,0,3,9,6,28,4,1,22,40.0,22.4
364,364,7,149,22,233,12,18,9,9,6,15,0,32,1,1,18,0,15,5,0,23,43.0,23.43
365,365,5,162,39,291,16,28,4,4,9,22,0,43,4,2,6,7,26,3,0,14,59.0,37.6
366,366,14,156,12,220,2,18,2,10,6,16,0,55,1,8,14,0,24,2,0,22,20.0,12.86
367,367,14,161,13,259,17,12,8,12,4,19,0,48,1,2,10,6,17,2,0,20,20.0,12.71
368,368,8,176,33,301,12,16,6,13,6,21,0,54,5,1,13,3,28,5,1,20,35.0,25.5
369,369,7,158,41,299,14,31,7,5,9,7,0,56,3,1,2,6,16,0,0,17,46.0,24.86
370,370,7,160,25,263,17,23,10,6,12,16,0,29,7,1,5,19,25,2,0,13,40.0,26.43
371,371,10,187,27,310,14,23,1,7,6,27,0,65,0,7,11,0,19,2,0,24,30.0,20.6
372,372,6,153,38,285,17,30,3,6,5,22,0,30,5,2,4,16,12,1,0,12,48.0,27.5
373,373,12,180,19,283,17,16,7,16,4,24,0,41,5,7,5,0,18,6,0,32,24.0,15.31
374,374,16,160,21,238,11,18,4,13,7,13,0,47,1,3,16,1,25,4,0,22,24.0,11.56
375,375,6,173,51,352,27,16,5,4,12,13,0,66,3,4,0,2,33,2,0,19,81.0,34.33
376,376,12,154,24,263,15,15,3,9,10,16,0,53,0,1,9,2,28,2,0,19,24.0,15.17
377,377,22,205,18,304,17,17,4,11,5,27,0,42,1,7,21,16,35,4,0,33,21.0,10.91
378,378,9,182,28,303,12,17,15,12,9,10,0,39,0,6,16,1,18,13,0,32,43.0,22.22
379,379,8,167,33,284,10,18,8,8,6,21,0,46,1,5,12,1,21,5,0,26,39.0,23.5
380,380,8,170,27,277,24,23,8,6,4,16,0,37,14,4,4,12,28,1,0,17,43.0,24.75
381,381,9,187,44,338,22,32,7,8,6,23,0,60,2,2,5,5,35,1,0,14,42.0,24.67
382,382,7,166,25,266,16,20,3,5,7,31,0,38,1,3,5,14,25,3,0,20,38.0,27.29
383,383,7,169,62,344,23,18,3,4,12,22,0,53,0,7,4,5,25,1,0,17,38.0,27.71
384,384,12,195,40,353,22,24,8,9,12,16,0,65,2,4,5,1,34,6,0,21,32.0,19.08
385,385,7,160,31,292,16,19,6,9,6,18,0,45,2,2,8,1,21,2,0,26,36.0,25.86
386,386,8,182,37,330,7,19,14,10,5,23,0,45,4,5,6,20,26,3,0,21,44.0,26.0
387,387,9,141,23,226,19,10,4,16,8,7,1,32,1,3,14,3,21,5,0,18,27.0,18.0
388,388,6,166,20,268,19,27,7,6,11,10,0,44,3,1,8,13,23,1,1,15,43.0,31.5
389,389,10,142,21,229,11,13,5,12,8,11,0,45,0,1,8,3,29,6,0,19,32.0,17.1
390,390,13,183,21,299,22,17,7,15,3,11,0,52,6,4,7,5,23,12,0,22,31.0,15.85
391,391,12,184,40,361,25,19,5,14,13,12,0,52,1,1,9,4,24,5,1,23,27.0,17.33
392,392,14,148,32,254,12,16,3,15,3,11,0,49,4,2,13,1,18,1,0,18,20.0,11.86
393,393,7,142,33,258,10,21,3,8,4,15,0,28,3,5,4,28,25,2,0,11,37.0,23.86
394,394,5,153,52,297,28,25,2,2,11,18,0,41,2,0,3,6,13,2,0,13,57.0,33.2
395,395,14,194,23,298,22,22,1,7,5,22,0,33,11,2,12,26,24,4,2,25,27.0,15.57
396,396,4,145,23,224,10,38,2,1,4,14,0,14,25,0,2,18,15,1,9,7,75.0,40.0
397,397,14,173,8,237,15,19,9,17,4,18,0,39,9,2,8,15,24,1,0,17,27.0,14.07
398,398,12,176,35,304,17,13,3,15,3,19,0,53,6,4,8,11,27,6,2,16,28.0,16.92
399,399,6,189,41,323,21,26,5,12,12,29,0,58,0,3,12,0,21,2,0,9,65.0,35.0
400,400,12,176,35,292,19,16,5,15,10,16,0,48,0,3,16,5,24,4,0,19,24.0,16.67
401,401,10,186,39,332,17,12,7,19,4,18,0,60,12,1,7,7,33,7,1,14,33.0,21.9
402,402,8,166,34,283,12,34,2,12,4,25,0,54,1,2,6,4,14,0,0,10,39.0,22.5
403,403,9,162,24,243,12,30,2,6,6,19,0,44,2,5,7,5,29,4,0,20,38.0,21.22
404,404,5,176,41,323,27,22,7,7,8,18,0,55,3,2,5,3,18,2,0,17,74.0,38.6
405,405,17,168,18,262,19,9,5,16,2,15,0,36,2,4,20,5,27,6,1,28,23.0,11.47
406,406,8,167,44,326,23,23,7,10,6,19,0,52,1,2,5,2,18,0,0,17,35.0,23.12
407,407,6,155,24,250,19,22,5,8,10,21,0,31,2,1,9,13,14,1,0,13,49.0,28.17
408,408,11,196,34,324,13,19,4,12,13,19,0,59,0,4,12,4,26,6,0,31,45.0,20.18
409,409,9,148,23,267,24,17,8,8,6,18,0,40,1,0,4,11,25,0,0,11,38.0,19.22
410,410,10,188,28,292,13,16,12,11,9,15,1,54,0,11,19,0,30,3,0,24,40.0,21.8
411,411,6,183,39,335,18,31,5,4,10,20,0,54,3,1,5,13,26,2,0,17,48.0,34.83
412,412,10,174,30,304,5,28,4,10,5,20,0,64,6,2,3,0,15,7,2,18,40.0,18.9
413,413,11,183,12,248,7,29,7,7,3,22,0,25,13,7,6,30,13,5,0,22,39.0,17.82
414,414,13,194,34,330,12,16,11,21,6,23,0,49,0,5,12,2,22,4,0,33,26.0,16.62
415,415,13,151,37,261,20,16,5,12,2,19,0,37,4,1,9,8,17,3,1,14,19.0,12.14
416,416,9,147,35,262,6,15,4,12,10,19,0,48,0,5,3,1,23,3,0,21,31.0,18.89
417,417,9,187,25,294,17,10,8,18,9,11,0,33,5,10,18,6,17,6,3,33,35.0,22.67
418,418,6,176,62,372,28,21,10,10,10,17,0,52,2,3,2,6,28,1,0,14,42.0,29.14
419,419,8,181,41,325,18,14,8,13,8,23,0,45,1,9,7,0,15,5,0,30,54.0,24.5
420,420,7,192,50,365,27,26,6,8,7,25,0,54,3,5,1,6,16,5,0,19,52.0,29.71
421,421,13,160,26,261,10,15,3,15,7,16,0,46,0,5,14,1,37,2,0,26,21.0,15.15
422,422,8,179,46,350,22,17,2,10,11,10,0,50,2,11,14,0,25,5,0,25,65.0,25.5
423,423,7,179,55,378,8,18,7,9,11,17,0,54,3,3,6,15,35,3,0,25,69.0,30.57
424,424,8,153,25,259,15,15,9,14,9,11,0,29,2,3,7,12,22,2,0,25,31.0,21.88
425,425,5,141,40,264,13,20,6,8,7,14,0,46,2,2,4,4,27,2,0,13,44.0,33.6
426,426,9,157,40,299,7,15,6,8,3,20,0,40,3,2,5,29,24,2,1,16,38.0,20.11
427,427,8,173,43,330,22,19,11,16,4,15,0,49,7,1,5,11,38,1,3,9,62.0,26.38
428,428,11,142,25,242,9,16,3,4,2,25,0,21,2,4,7,26,13,3,0,20,24.0,14.09
429,429,7,174,50,348,10,23,11,10,7,18,0,50,0,7,10,0,19,2,0,26,62.0,27.57
430,430,7,170,25,276,28,21,2,10,15,21,0,45,2,1,7,0,22,3,0,15,42.0,27.43
431,431,7,181,24,298,16,33,3,3,7,31,0,30,4,1,6,34,15,0,0,13,41.0,28.0
432,432,12,141,31,239,26,17,2,6,4,17,0,42,0,1,6,0,22,4,0,16,26.0,13.58
433,433,8,149,22,239,6,9,2,4,8,24,0,37,2,5,13,5,23,1,0,33,32.0,21.5
434,434,11,176,27,276,10,17,9,14,3,22,0,44,2,5,13,0,20,7,0,30,29.0,17.82
435,435,9,189,24,284,17,24,9,10,8,24,0,46,0,7,15,1,33,5,0,23,32.0,24.67
436,436,9,201,40,349,15,19,11,12,5,21,0,46,1,7,18,2,25,10,0,34,35.0,25.11
437,437,5,159,32,274,13,27,4,6,8,21,0,52,0,5,3,2,17,2,0,16,60.0,35.2
438,438,7,176,37,301,21,11,10,12,4,15,0,39,1,9,11,3,16,11,0,29,36.0,27.43
439,439,18,199,21,301,9,23,9,16,4,24,0,59,1,2,15,3,31,5,0,29,21.0,12.78
440,440,8,168,28,276,9,31,5,6,8,27,0,46,2,2,7,4,22,1,1,19,41.0,23.75
441,441,9,149,19,225,9,21,5,4,1,16,1,34,14,2,9,5,41,2,5,19,37.0,21.11
442,442,14,197,23,300,10,22,15,11,9,24,0,49,8,5,10,11,21,2,0,21,22.0,15.57
443,443,8,190,42,343,19,24,7,13,5,22,0,52,0,5,8,0,21,7,0,28,38.0,26.38
444,444,7,151,20,255,28,23,7,11,3,2,0,46,2,0,7,0,13,8,2,12,41.0,23.43
445,445,7,192,29,318,13,28,4,8,6,25,0,26,6,1,12,44,30,4,0,15,46.0,31.71
446,446,10,178,33,307,18,26,5,12,8,10,0,51,5,4,3,15,27,1,2,18,45.0,20.5
447,447,10,172,21,272,19,12,12,12,4,22,0,37,0,7,9,5,18,6,0,27,30.0,19.0
448,448,12,169,16,256,16,23,7,7,9,17,0,19,7,2,3,39,27,1,0,19,30.0,16.33
449,449,20,203,11,273,18,17,21,15,12,8,2,17,14,4,25,8,51,6,4,32,36.0,12.7
450,450,12,160,23,249,13,16,4,10,6,15,0,48,2,4,11,7,22,4,0,20,26.0,15.17
451,451,8,185,37,324,10,22,12,11,5,17,0,50,2,4,14,0,18,7,0,31,38.0,25.38
452,452,8,165,16,242,3,22,9,11,6,18,0,44,0,8,6,6,14,5,0,27,29.0,22.38
453,453,9,148,13,228,16,21,12,11,4,18,0,34,2,0,5,15,19,1,0,9,33.0,18.56
454,454,9,148,21,223,9,11,12,7,5,19,0,41,1,4,13,0,19,7,0,19,26.0,18.56
455,455,8,147,28,251,10,17,9,12,7,11,0,32,0,4,15,4,14,4,0,22,30.0,20.12
456,456,10,147,28,258,18,16,5,10,5,20,0,40,4,1,6,0,23,2,0,20,32.0,17.0
457,457,7,183,29,289,13,21,7,8,5,23,0,54,18,1,3,8,39,5,3,14,41.0,31.71
458,458,8,166,29,268,17,25,8,10,3,21,0,42,3,5,9,1,20,5,0,17,55.0,23.25
459,459,10,167,21,272,6,14,3,8,7,20,0,34,1,7,12,21,18,4,0,30,34.0,18.5
460,460,8,147,21,239,13,19,4,8,4,19,0,33,5,5,8,2,18,5,0,22,37.0,20.62
461,461,9,176,51,345,27,26,14,9,5,14,0,44,7,1,8,0,19,2,1,18,27.0,21.67
462,462,6,161,31,282,19,16,5,12,7,12,0,36,1,6,16,0,17,7,0,24,39.0,29.67
463,463,8,145,20,219,8,12,15,6,5,11,0,30,6,5,15,5,19,5,0,22,35.0,20.5
464,464,8,164,19,251,12,22,6,9,12,15,0,47,2,1,3,11,28,5,2,17,34.0,24.0
465,465,10,184,13,285,9,14,3,11,7,23,0,46,5,11,11,2,19,8,0,34,34.0,20.3
466,466,8,164,51,332,12,21,6,6,8,10,0,62,2,2,6,3,23,4,0,22,30.0,23.38
467,467,7,158,37,299,26,14,8,13,8,21,0,39,1,2,8,0,22,1,0,17,42.0,25.71
468,468,8,165,50,328,22,19,4,6,11,14,0,64,0,3,1,4,24,1,0,16,47.0,23.62
469,469,9,135,13,206,10,14,8,5,7,9,0,46,3,4,8,2,22,1,0,18,42.0,17.44
470,470,8,178,18,258,11,23,4,10,4,20,0,48,4,5,18,10,28,3,0,18,60.0,25.75
471,471,10,185,26,296,12,25,5,7,8,17,0,66,2,1,12,0,25,3,0,27,31.0,21.0
472,472,10,186,34,303,20,19,9,13,5,9,0,41,0,7,26,1,29,7,0,29,28.0,21.5
473,473,11,181,16,272,19,24,7,10,12,22,0,46,1,3,5,16,19,2,0,14,27.0,18.18
474,474,7,154,20,246,15,22,2,9,3,24,0,24,6,4,2,21,12,2,1,19,34.0,23.71
475,475,11,172,25,282,24,26,5,7,1,16,0,47,0,7,11,0,31,2,0,25,36.0,18.45
476,476,12,197,27,296,22,22,14,14,5,12,0,40,0,9,19,0,20,7,0,33,30.0,18.08
477,477,8,161,18,250,12,20,9,5,2,21,0,32,15,5,7,16,26,1,4,12,60.0,23.38
478,478,5,144,27,248,13,24,3,4,9,18,0,22,4,1,5,30,20,1,0,10,43.0,32.8
479,479,6,164,46,319,12,29,3,5,10,17,0,61,2,2,3,0,22,2,2,16,50.0,31.0
480,480,8,159,14,253,11,10,7,8,5,10,0,39,5,8,9,5,15,8,1,33,32.0,21.75
481,481,7,146,36,266,15,25,8,9,4,11,0,33,4,5,8,8,23,1,0,15,30.0,24.14
482,482,7,163,38,285,17,18,8,10,6,18,0,41,3,5,8,4,23,2,1,22,61.0,26.57
483,483,8,144,33,261,16,22,4,5,6,15,0,55,0,1,1,1,24,3,0,15,38.0,21.0
484,484,7,169,30,289,21,25,4,7,4,34,0,52,2,0,3,1,22,3,0,13,43.0,27.29
485,485,9,193,28,301,22,25,5,11,11,26,0,34,4,2,7,22,33,7,0,17,38.0,25.11
486,486,10,192,44,338,18,30,3,5,4,24,0,73,0,2,7,2,29,2,0,22,35.0,22.1
487,487,10,153,22,238,20,16,8,6,4,24,0,25,11,1,6,21,19,0,0,11,30.0,17.2
488,488,9,154,46,302,15,19,9,12,6,20,0,36,5,4,6,5,18,2,2,13,38.0,19.11
489,489,3,146,41,275,12,24,4,7,5,19,0,37,1,4,8,8,11,3,0,14,58.0,52.33
490,490,6,177,46,334,10,32,5,8,9,22,0,61,5,1,7,2,26,0,0,15,57.0,33.83
491,491,16,173,34,301,21,11,10,15,10,12,0,39,12,0,5,16,30,1,0,21,24.0,12.69
492,492,7,162,26,268,13,20,10,7,6,11,0,41,0,6,10,4,17,9,0,25,46.0,25.57
493,493,6,157,61,382,27,17,4,7,5,8,0,50,0,8,1,4,22,2,0,24,45.0,29.83
494,494,7,145,37,276,21,23,10,13,5,10,0,40,2,1,6,2,24,1,0,11,49.0,24.14
495,495,8,182,34,316,23,23,12,9,10,21,0,42,1,3,1,14,19,3,0,20,47.0,25.12
496,496,8,184,34,313,25,24,9,9,4,23,0,33,6,5,12,18,21,2,0,14,40.0,25.62
497,497,7,165,34,289,9,29,2,12,5,22,0,52,1,8,2,0,24,6,0,17,50.0,27.0
498,498,9,167,44,324,15,19,2,6,9,13,0,53,1,6,5,8,27,7,0,23,40.0,21.56
499,499,8,167,50,346,20,24,8,12,9,17,0,50,1,1,1,1,15,5,0,18,43.0,22.75
500,500,5,150,42,308,20,18,2,2,7,10,0,52,3,2,12,0,27,4,0,17,71.0,35.4
501,501,6,137,34,251,21,23,4,3,7,12,0,20,11,0,8,16,14,1,1,10,42.0,25.17
502,502,8,143,35,258,6,14,7,6,7,19,0,39,1,6,11,0,16,4,0,23,27.0,19.88
503,503,10,181,23,286,24,23,4,13,8,31,0,44,0,0,8,11,30,1,0,14,42.0,21.1
504,504,9,175,43,315,21,26,2,10,3,22,0,52,2,0,7,8,16,2,0,20,33.0,21.22
505,505,13,185,31,300,22,7,16,4,5,15,0,42,0,4,23,0,23,15,0,32,25.0,16.0
506,506,10,178,43,325,13,17,5,9,3,21,0,56,1,9,8,2,20,5,0,29,28.0,19.8
507,507,23,201,13,278,12,20,8,18,2,30,3,45,2,5,24,5,25,4,0,23,18.0,9.83
508,508,15,152,15,226,7,8,9,10,3,14,0,30,0,6,32,6,34,2,0,25,20.0,12.4
509,509,6,138,33,262,15,18,5,5,7,13,0,40,5,1,8,2,28,2,0,17,38.0,27.67
510,510,10,198,21,308,21,22,5,6,7,23,0,55,1,2,11,0,43,10,1,33,77.0,24.1
511,511,13,144,10,205,6,14,3,7,6,21,1,28,0,2,18,11,19,1,0,26,24.0,12.54
512,512,15,174,27,282,26,13,6,13,5,26,0,37,6,4,6,15,33,3,1,13,21.0,13.8
513,513,9,193,40,338,29,34,4,6,4,20,0,42,4,3,4,26,23,1,1,15,42.0,24.0
514,514,9,193,40,336,14,25,3,12,2,27,0,59,0,5,15,0,24,7,0,24,47.0,24.11
515,515,11,183,53,355,21,17,14,12,7,16,0,44,0,8,12,2,20,3,0,27,28.0,18.45
516,516,13,188,32,305,18,17,6,16,10,23,0,52,0,1,7,12,33,4,0,22,34.0,17.0
517,517,6,173,41,298,29,27,6,5,4,19,0,54,2,0,2,11,17,2,2,10,53.0,31.67
518,518,11,187,17,268,2,26,6,9,9,38,0,49,0,1,8,12,31,7,0,20,34.0,19.82
519,519,16,156,27,253,15,11,10,14,7,19,0,43,3,5,11,0,30,3,0,15,20.0,11.62
520,520,7,140,30,240,12,20,6,14,3,16,0,36,1,3,6,6,24,2,0,15,43.0,23.43
521,521,6,153,25,271,19,28,3,5,6,25,0,23,7,0,2,26,19,1,0,8,51.0,28.67
522,522,10,175,43,317,9,26,4,12,7,23,0,50,6,2,5,12,21,2,0,17,32.0,19.6
523,523,8,171,30,303,15,26,3,11,11,20,0,49,2,4,3,8,15,3,0,16,43.0,23.25
524,524,9,183,41,340,21,26,11,8,8,17,0,48,7,2,3,10,27,2,1,19,43.0,23.33
525,525,6,145,22,219,13,27,11,8,3,18,0,34,0,1,2,15,16,2,0,11,50.0,26.83
526,526,18,195,12,285,15,23,11,18,8,22,0,53,1,3,15,1,27,4,0,21,20.0,12.33
527,527,8,144,24,239,18,18,5,10,4,16,0,43,0,2,8,5,29,3,2,10,48.0,21.62
528,528,10,173,47,332,11,20,10,12,6,13,0,38,4,5,7,22,20,2,0,23,44.0,19.5
529,529,13,193,12,261,8,14,4,8,9,12,1,45,3,5,28,11,34,10,1,34,30.0,17.46
530,530,18,198,36,349,20,13,8,15,11,27,0,65,1,4,4,7,38,4,0,19,26.0,13.11
531,531,15,145,18,229,5,6,13,11,4,8,1,21,1,8,14,21,35,4,0,28,19.0,12.0
